Tweet-Text	Sentistrength_pos	Sentistrength_neg
The Proverbial Fix Is In: BMO STOCK PRICES SEESAW DOWN WARD SLIDE Christian	1	-1
Trending Twitter's former CFO leaves company, stock prices continue to drop see more	1	-2
Nabors Industries (NBR) Stock Closed Down as Oversupply Weighs on Oil Prices	1	-1
Gold Fields GFI Stock Closed Lower as Gold Prices Fell	1	-1
Gold Fields GFI Stock Closed Lower as Gold Prices Fell	1	-1
Freeport-McMoRan (FCX) Stock Gains As Copper Prices Hit Seven-Week Highs -	1	-1
Nabors Industries NBR Stock Closed Down as Oversupply Weighs on Oil Prices	1	-1
Stock the cellar right now, because wine prices will be going up after a short 2015 harvest.	1	-1
Twitter's former CFO leaves company, stock prices continue to drop socialmedia	1	-2
Barrick Gold (ABX) Stock Sinks With Falling Gold Prices -	1	-1
Stock your son's closet with great deals on boy's clothing sizes 2-7! Prices start at just 2.07 ---> ad	3	-1
Commented on StockTwits: exactly, and lowering prices of phones?? Not good for stock prices.	1	-1
Seadrill (SDRL) Stock Sliding as Oil Oversupply Weighs on Prices	1	-1
Marathon Oil (MRO) Stock Slumping Amid Decline in Oil Prices: Consistent with the plunge in the stock price, t	1	-2
Oasis Petroleum (OAS) Stock Down as Oil Prices Slide: C	1	-1
BP Stock Slips With Retreating Oil Prices	1	-2
Oasis Petroleum (OAS) Stock Drops on Lower U.S. Oil Prices Related Articles:	1	-1
gold price GoldMarketNews.EU Eldorado Gold (EGO) Stock Down as Gold Prices Slip	1	-1
Twitter's former CFO leaves company, stock prices continue to drop: The social media plat PR B2B Marketing	1	-2
European caution trumped the market reaction to a surge in the Japanese stock market, sending crude oil prices	1	-2
Goldcorp (GG) Stock Slipping as Gold Prices Retreat - Goldcorp (GG)	1	-2
Barrick Gold (ABX) Stock Sinks With Falling Gold Prices - Seeking A Gold MasterMetals	1	-1
Seadrill SDRL Stock Sliding as Oil Oversupply Weighs on Prices	1	-1
Haliburton (HAL) Stock Falls as Oil Prices Fluctuate Related Articles:	1	-1
Eldorado Gold (EGO) Stock Down as Gold Prices Slip:	1	-1
Kinross Gold (KGC) Stock Falls on Lower Gold Prices:	1	-1
Why Do Companies Care About Their Stock Prices?	2	-1
RT ForbesInvestor: Biotech is delivering unprecedented returns as drug approvals, IPOs stock prices have exploded pic.twitter.com/2MqjeJUx0R	1	-2
More upbeat equity markets underpin oil; Russia and Mexico say they won't cut output. Crude oil prices slipped on	2	-2
Girls Winter coats in stock at Low Prices!	1	-2
Biotech is delivering unprecedented returns as drug approvals, IPOs stock prices have exploded pic.twitter.com/pfkjmkhCHD	1	-2
Oasis Petroleum OAS Stock Down as Oil Prices Slide	1	-1
It's grt time 2 stock up on premium evoo's! New lower shipping rates & prices on fav oils! pic.twitter.com/GNpJcwSU7y	1	-1
Food prices up again but clothing retailers shift stock with discount fashion fooddrink pic.twitter.com/LWNky6DDdR	1	-1
Twitter's former CFO leaves company, stock prices continue to drop: The social media platform is sti PR news	1	-2
In this paper we carry out a study of ultrafast extreme events (UEEs) in financial market stock prices	1	-1
Stock up on Canvases while the prices are low, low, low!! 30 off canvases by Winsor & Newton, Fredrix, Art	1	-3
Marathon Oil MRO Stock Slumping Amid Decline in Oil Prices	1	-2
After spending 235 billion to bolster stock prices, china communist Party imposed restrictions with the full weight of security apparatus.	2	-2
Oil prices dip, stock market rally stems losses - pic.twitter.com/WS2PQBQ5MP	1	-3
Transocean (RIG) Stock Falls Along With Oil Prices: Falling Chinese markets following the devaluation of the y	1	-1
Oil prices stabilize helped by stock market rally	1	-2
DNR: Denbury Resources (DNR) Stock Slumping Alongside Oil Prices:	1	-2
This Apple event is terrible. It's stock prices shows it's not impressed.	1	-4
Twitter's former CFO leaves company, stock prices continue to drop: The social media platform is still struggl	1	-2
christianlouboutin Stock left limited Sizes footweardesign luxury shoes DM for Prices and to	1	-1
Twitter's former CFO leaves company, stock prices continue to drop PR	1	-2
Twitter's former CFO leaves company, stock prices continue to drop	1	-2
Fed Is The Worlds Biggest Ponzi Scheme. Goal; Manipulate Stock Prices Yellen 5 yrs. Ago We Raise Rates When	1	-2
Denbury Resources DNR Stock Slumping Alongside Oil Prices	1	-2
Market Cap doesn't seem to matter when it came to how wild stock prices were on 24-Aug pic.twitter.com/D8VbkjGaZX	1	-1
I want to see what those stock prices looking like right now! AAPL nose dive	2	-1
Barrick Gold (ABX) Stock Sinks With Falling Gold Prices:	1	-1
New Gold (NGD) Stock Sinks on Falling Gold Prices:	1	-1
Transocean (RIG) Stock Falls Along With Oil Prices	1	-1
Whiting Petroleum (WLL) Stock Down as Oil Prices Fall on Supply Glut	1	-1
Check out our brilliant bulk prices for teams wanting to stock up their merch table right here pic.twitter.com/z1AdADnHJj	2	-1
Agnico Eagle Mines (AEM) Stock Falls on Lower Gold Prices: Global shares rallied on Wednesday, led by large ga	1	-1
Looks like Apple stock prices like Crossy Road - totally a Frogger rip-off. atari	2	-2
Barrick Gold (ABX) Stock Sinks With Falling GoldPrices	1	-1
Transocean (RIG) Stock Falls Along With Oil Prices	1	-1
Fed Is The World's Biggest Ponzi Scheme. Goal; Manipulate Stock Prices Yellen 5 yrs. Ago We Raise Rates When	1	-2
The Fed, Interest Rates And Stock Prices: Fighting The Fear Factor via @ValueWalk	2	-4
Now all we need is stock prices in the demo, we have sports and weather covered AppleEvent appletv	1	-1
Twitter's former CFO leaves company, stock prices continue to drop	1	-2
Exxon Mobil (XOM) Stock Rises Along With Crude Prices Related Articles: pic.twitter.com/KKqHnNuQT2	1	-2
Apparently Apple still wants to buy their own stock at current prices.	1	-1
I like how discussion of Apple's keynote here at work is limited to stock prices and occasionally joking about a pencil sharpener	3	-1
Transocean RIG Stock Falls Along With Oil Prices	1	-1
Stimulus Hopes Send Stock Prices Shooting Higher: Summary: Chinese stocks traded higher on the back of additio	2	-2
Guys jokes apart, the use of the iPad pro is going to radically improve so many things apple cash apple prices apple stock price	2	-2
Oil markets rise as Asian stock markets catch a tailwind: Crude oil prices rose on Wednesday as Asian stock ma	1	-2
gold price GoldMarketNews.EU Barrick Gold (ABX) Stock Sinks With Falling Gold Prices	1	-1
Toys are back in stock and at great prices!!! Interactive Stuart Roll n Roll Minion 29.99 TMNT figures and	3	-1
Agnico Eagle Mines (AEM) Stock Falls on Lower Gold Prices - Agnico Gold MasterMetals	1	-1
Actually paying attention to the Apple event this time. The nerd in me needs the stock prices to rise for my class lol	2	-3
Exxon Mobil (XOM) Stock Falls as Oil Prices Decline	1	-2
Christmas cards now in stock!!! Sorry if you think it's too early. Prices start at 3.50 rspca charityshop	2	-2
Whiting Petroleum WLL Stock Down as Oil Prices Fall on Supply Glut	1	-1
@whatsyurimpact Brilliant ploy by Soros 2 reduce stock prices b4 he bought @joshshill @gregoryadams @barryjwoods	2	-1
Barrick Continues To Battle Weak Gold Prices With Latest Stake Sale by Trefis Team ABX NEM FCX	1	-2
gold price GoldMarketNews.EU New Gold (NGD) Stock Sinks on Falling Gold Prices	1	-1
gold price GoldMarketNews.EU Goldcorp (GG) Stock Slipping as Gold Prices Retreat	1	-2
This is where i make my money come on stock prices! AppleEvent	1	-1
stock UPDATE 1-Lower copper prices to hit Zambia revenue receipts -official: JOHANNESBURG, Sept 9 (Reuters) -	1	-1
Agnico Eagle Mines (AEM) Stock Falls on Lower Gold Prices: Prices of the yellow metal fell to a three-week low	1	-2
THEY'RE BACK!! We have a full stock of Portable Delonghi Air Conditioners (our prices start at 299.99) and	2	-1
Exxon Mobil XOM Stock Falls as Oil Prices Decline	1	-2
Hirtle:A guy w/27BIL A.U.M.says:'Bull mkt. stil intact.Where else ya gonna put your money?How bout in CASH & wait for cheaper stock prices?	1	-2
Haliburton HAL Stock Falls as Oil Prices Fluctuate	1	-1
AUY: Yamana Gold (AUY) Stock Falls Along With Gold Prices:	1	-1
Stimulus Hopes Send Stock Prices Shooting HigherChina	2	-2
Right now, I bet the prices of herbs on my server are going through the roof as he tries to replenish his stock	1	-1
@TheStreet Haliburton (HAL) Stock Falls as Oil Prices Fluctuate HAL Going to have tough rev into 2016.	1	-2
Haliburton (HAL) Stock Falls as Oil Prices Fluctuate: NEW YORK (TheStreet) --Halliburton shares are down 0	1	-1
Blognews Oil markets rise as Asian stock markets catch a tailwind: Crude oil prices rose on Wednesday as Asian	1	-2
London Stock Exchange update: FTSE 100 closed at 6,229.01 - up 1.35	1	-1
Teck Resources TCK Stock Up as Copper Prices Gain	1	-1
Speculators are obsessed with guessing the direction of stock prices.They depend on the next greatest fool.Eventually that fool will be u	3	-3
Food prices up but clothes shops shift stock withdiscounts pic.twitter.com/kkWO1VZbQr	1	-1
@WarrenProsser on stock prices, a CB floats it and stock rip 5. see Nikkei	1	-2
Rising food prices will cause food poverty to increase in the UK. There is already a huge demand on emergency	1	-2
Submitted by Aswath Damodoran via Musings On Markets, The Fed, Interest Rates and Stock Prices: Fighting the	2	-3
Oil softens, but stock market rally underpins prices Analyst	1	-1
Oil Prices Dip, Stock Market Rally Stems Losses LatinAmerica	1	-3
Surge in stock prices for last 2 days in Indian stock market shows investors confidence in long term prospects of Indian economy	2	-1
UPDATE 5-Oil softens, but stock market rally underpins prices	1	-1
Food prices up but clothes shops shift stock with discounts via @MoneyAOL pic.twitter.com/9RSDAgUsiE	1	-1
Oil markets rise as Asian stocks soar: Crude oil prices rose on Wednesday as Asian stock markets caught a tail	1	-2
STOCK WATCH: PSEC continues remarkable upswing fm 8-24-15: +15.3. Broke over 8.0 a share. pic.twitter.com/pGlU4fyU4q	1	-2
FCX: Freeport-McMoRan (FCX) Stock Gains As Copper Prices Hit Seven :	1	-1
New post: Oil prices dip; stock market rally stems losses	1	-3
Freeport-McMoRan FCX Stock Gains As Copper Prices Hit Seven-Week Highs	1	-1
Glencore to issue stock, cut debt amid weak commodity prices hot	1	-2
News Nasdaq UPDATE 5-Oil softens, but stock market rally underpins prices	1	-1
We have a variety of rugs in stock at great consignment prices. Consignmentrugs Finerugs	3	-1
Commercial Finance> Oil softens, but stock market rally underpins prices: By Libby George LONDON (Reuters) - C	1	-1
BRC-Neilson survey shows food prices continuing to rise while clothes retailers use heavy discounting to shift stock	1	-1
Update: Oil softens, but stock market rally underpins prices The Edge Markets	1	-1
Abenomics may have helpeddouble stock prices and enabled companies like Toyota Motor Corp. to post record profits in Japan,	2	-1
On The Market OnTheMarket Oil prices dip, stock market rally stems losses 677 pic.twitter.com/nG7YhPTqRq	1	-3
Investor sentiment has a, sometimes erroneous, effect on stock market valuations. Find out more: optimism	2	-1
Not at all - just, for stock prices, need focus more on participation in stock markets. Fundamentals have their time	1	-1
Stock markets across the Middle East rose on Wednesday, moving in line with global equities and largely ignoring oil prices	1	-1
Synptoms: Xchange rate, stock market and housing prices volatilities, masive domestic imbalances @crislingle china	1	-2
Sunoco Logistics Partners - Nice Stock Amid Declining Oil Prices logistics news	2	-1
Volatility of stock prices and foreign exchange values is long-term problem @crislingle china	2	-2
London Stock Exchange update: FTSE 100 currently at 6,272.43 - up 2.04	1	-1
3 Big Things Today, Sept. 9: Corn and Soybean Prices, China Stock News, Weather Forecast agriculture	1	-1
One day the stock market is up, another day it plunges. Whatever. We just buy good companies at fair prices	2	-1
Stock Quotes - Share Dealing - Stock Prices - Equity Trading - Biotech Stocks -September 2015	1	-1
americacredit : UPDATE 4-Oil prices dip, stock market rally stems pic.twitter.com/MZidFDdId3	1	-1
Sunoco Logistics Partners - Nice Stock Amid Declining Oil Prices SXL	2	-1
Reuters: Oil prices dip, stock market rally stems losses - - Reuters reports: Crude oil prices slipped on	1	-3
Things you wouldn't predict in 1989: U.S. stock prices being driven by the decisions of Communist Party bureaucrats.	1	-1
Stimulus Hopes Send Stock Prices Shooting Higher Analyst	2	-2
Booming house prices and stock market gains creates 200,000 more millionaires in five years via @Telegraph	1	-1
Stock up and cash in for the RugbyWorldCup we have bottle coolers at crazy low prices	1	-2
Dave & Buster's Entertainment Inc. sees stock prices soar 7 percent after successful second quarter 2015 earnings	3	-1
Oil prices stabilise helped by stock market rally - crude oil	1	-2
stockmarkets Oil prices stabilise helped by stock market rally: By Libby George LONDON (Reuters) - Stro news	1	-2
@jimcramer Do you agree American Airlines is on mega-sale?! Hurry while these stock prices last! PE AAL NASDAQ @HalftimeReport @CNBC	2	-1
Oil prices stabilise helped by stock market rally	1	-2
FXCM: Stimulus Hopes Send Stock Prices Shooting Higher	2	-2
Stimulus Hopes Send Stock Prices Shooting Higher: The Nikkei put in a seven percent gain on news of additional	2	-2
Our @IIJournals article provides quantitative analysis of what moves stock prices & managing market footprint	1	-1
UPDATE 4-Oil prices dip, stock market rally stems losses	1	-3
We can all rejoice, stock prices are going up. The single greatest indicator of the devaluation of the U.S dollar.	4	-1
20 off All Acoustic guitars in stock valued over 300. IN Store Only! Better prices than online! And all will be set up!! Please retweet.	2	-1
Stimulus Hopes Send Stock Prices Shooting Higher -	2	-2
Oil markets rise as Asian stocks soar: Crude oil prices rose on Wednesday as Asian stock markets caught a tai	1	-2
Dave & Buster's Entertainment Inc. sees stock prices soar 7 percent after successful	3	-1
Oil prices dip, stock market rally stems losses	1	-3
The @FestoolGB Unplugged Tour is upon us less than 24hrs! New products in stock and low low prices see you all tomorrow Festool	1	-2
Whiting Petroleum (WLL) Stock Slumps With Falling Crude Prices Related Articles:	1	-2
Market Talk just published for the day: Stimulus Hopes Send Stock Prices Shooting Higher:	2	-2
Stimulus Hopes Send Stock Prices Shooting Higher trading forex	2	-2
UPDATE 4-Oil prices dip, stock market rally stems losses	1	-3
Denbury Resources (DNR) Stock Down on Falling Oil Prices Related Articles:	1	-1
Oil prices stabilise helped by stock market rally	1	-2
Stock market rally stems oil price dip: LONDON, Sept 9 Crude oil prices slipped today amid a p <--Full Story	1	-2
Brent crude prices rise on strength in stock markets Adds closeof	1	-2
MusclePro Gainer 10lbs all flavors back in stock! Lowest prices for MusclePro Gainer guaranteed! 50	1	-2
The Stunning Bianco Carrara Polished & Honed - Now in stock - 01787 881 202 Call for competitive prices! pic.twitter.com/S3Y1GeWkqg	1	-1
Stronger stock markets helps stabilise crude oil prices yet concerns about oversupply persists. Brent at 49.63.	1	-2
Crude oil prices rose on Wednesday as Asian stock markets caught a tailwind from a strong performance in the U.S	1	-2
in stock today DM for best prices all unworn 2014/2015 pic.twitter.com/Cd08nChncz	2	-1
Gold weakens as global stock market rally dampens demand: Gold prices were also weighed amid ongoing uncertain	1	-2
Need BT or jungheinrich pallettruck spareparts? We stock them! Call 028 9084 1444 for prices. btrolatruc btlifter materialhandling	1	-1
Oil prices stabilise helped by stock market rally	1	-2
Exxon Mobil (XOM) Stock Rises Along With Crude Prices -	1	-2
Oil prices stabilise helped by stock market rally	1	-2
Oil prices stabilize helped by stock market rally. Concerns about oversupply persisted. via @Reuters	1	-2
Could use some good news today Exxon Mobil (XOM) Stock Rises Along With Crude Prices via @thestreet	1	-2
This gorgeous Corner Sofa now in stock. Only 699. Trade Prices cannot be beaten!	3	-1
CrudeOil prices rose today as Asian stock markets caught a tailwind from a strong performance in US and Europe	1	-2
DC-MoCo - Home Prices are coming down! Home buy NOW! Fluctuating Stock Market Seasonal Shifts - Hope for Buyers -	3	-1
Whiting Petroleum (WLL) Stock Slumps With Falling Crude Prices Related Articles:	1	-2
Shoe Zone -'SHOE prices from China are fixed in US Howeve ' by BrianGeee LON:SHOE retail	1	-1
Oasis Petroleum (OAS) Stock Drops on Lower U.S. Oil Prices Related Articles:	1	-1
DTN Stock Market: Oil prices stabilise helped by stock market rally: By Libby George LONDON (Reuters) - Strong	1	-2
Oil prices stabilise helped by stock market rally: By Libby George LONDON (Reuters) - Stronger stock markets h	1	-2
Oil prices stabilize helped by stock market rally - Reuters	1	-2
Update: Oil prices stabilise helped by stock market rally The Edge Markets	1	-2
Exxon Mobil (XOM) Stock Rises Along With Crude Prices -	1	-2
Paws Pet Beds in UK Stock dog house, beds & crates. All at discounted prices & special offers! biz4dogs	2	-1
Huge reductions on hosiery and accessories. Clearance prices. Great for Halloween!! LIMITED STOCK!	3	-1
SINGAPORE (Reuters) - Crude oil prices rose on Wednesday as Asian stock markets caught a tailwind from a strong performance in the United S	1	-2
Food prices up again but clothing retailers shift stock with discounts latestnews	1	-1
London Stock Exchange update: FTSE 100 currently at 6,246.67 - up 1.64	1	-1
BackToSchool Stock up on laptop accessories from us - Great prices and fast delivery! pic.twitter.com/z9YDIVuFpX	3	-1
By Henning Gloystein SINGAPORE (Reuters) - Crude oil prices stabilized on Wednesday as Asian stock markets caught	1	-2
We stock Hudson Reed luxury bathroom products. Distinctive style at desirable prices! blackpool bathrooms plumbing pic.twitter.com/xxurlGAbCn	4	-1
Crude oil prices stabilised on Wednesday as Asian stock markets caught a tailwind from a strong performance in the U	1	-2
Oil markets rise as Asian stock markets catch a tailwind Crude oil prices rose on Wednesday as Asian stock	1	-2
The Fed, Interest Rates and Stock Prices: Fighting the Fear Factor Why the Fed doesn't do as much as you think.	2	-4
Ryanair Lifts FY Profit Guidance 25 On Strong Summer Traffic, Prices; Stock Up lowcost ryanair	2	-2
Agricultural products seeks in order to stock compensative prices over against farmers: bTRghBWn	1	-2
We've got lots of fresh stock out in our homeware section and prices start from just 10p! pic.twitter.com/e86GJZgtXC	1	-1
15. A bullish stock market, plummeting oil prices, and now the GBI-EM delisting spells only one thing DISASTER! Gird your loins folks.	1	-2
stock VIDEO: Goa's iron ore mines face tough restart: With iron ore prices slumping, the reopening of mines in	1	-2
stock VIDEO: EU farmer protests explained: Why are European farmers protesting over food prices? BBC News explains	1	-2
@heartwon @dhiren2k7 Sure, 2 things, 1st- stock prices have already adjusted for this. 2nd- this will take 4 years:	1	-1
Exxon Mobil (XOM) Stock Rises Along With Crude Prices -	1	-2
Oil prices drop on rising US rig count, China stock market probe - Reuters @scoopit	1	-2
@dhiren2k7 Of course expensive, but what stock prices may do in near term is anybody's guess. Mine is on the upside.	1	-2
Stock up on Baby Wipes! - Orderbaby wipesonline at stock-up prices! Save 5 when you subscribe to regular delive	2	-1
In almost every walk of life, people buy more at lower prices; in the stock market they seem to buy more at higher prices. - James Grant	1	-1
Food Prices Up Again but Clothing Retailers Shift Stock with Discounts Shropshire News	1	-1
Exxon Mobil (XOM) Stock Rises Along With Crude Prices -	1	-2
ETH Brent below 50/bbl as oversupply concerns weigh: Oil prices have fallen almost 60 per cent since June 201	1	-2
Oil markets rise as Asian stock markets catch a tailwind: SINGAPORE (Reuters) - Crude oil prices rose on Wedne	1	-2
IndiaTimes: Oil markets rise as Asian stock markets catch a tailwind: Oil prices have fallen almost 60 per cen	1	-1
The Fed, Interest Rates and Stock Prices: Fighting the Fear Factor	2	-4
Whiting Petroleum (WLL) Stock Slumps With Falling Crude Prices Related Articles:	1	-2
Tough medicine for China's ailing stock markets has brought stability to prices, at least for now, but it has	1	-3
Exxon Mobil (XOM) Stock Rises Along With Crude Prices -	1	-2
Decline in Oil Prices Spur Buyback Activity in Airline Space - @zackscom	1	-2
Food prices up again but clothing retailers shift stock with discounts: Annual food prices have risen for the	1	-1
The Fed, Interest Rates and Stock Prices: Fighting the Fear Factor finance feedly	2	-4
@gawdbawdy hopefully the prices drop lmao. Im talking 120 for everything in dead stock condition plus shipping	3	-3
Saudi stocks sustain upturn on optimism: Gulf markets rose in line with oil prices. The main Saudi stock index	2	-1
With unrest about the current ceo of twitter and reports of stock prices dropping unusually low I think I have the solution: MORE SNARKKK	1	-2
Stock up on your sparklers today. Low low prices. Call us at 5095660 8308080 7549288	1	-2
I'm liking bond prices off here, as /ZN daily shows. Expected this + higher stock prices after 9/30 Happening now? pic.twitter.com/qegPbWul4P	3	-1
Dhaka stock exchange DSEBD prices on your Android and iPhone	1	-1
Fantastic Autumn/Winter stock available at very affordable prices in @oxfammalahide oxfammalahide	3	-1
Agricultural products seeks over against stock up productive prices upon farmers: xCcJYRHRI	1	-2
Whiting Petroleum (WLL) Stock Slumps With Falling Crude Prices	1	-2
Following Twitter (TWTR) Stock Technical Timeline: Prices have been under increased selling pressure the past	1	-2
Find out about our prices and request more information here - socialmedia	1	-1
Truckload sale! 11 models in stock to choose from! Prices start at 1199 delivered, or lower price for pickup	1	-1
Overheard while getting a cookie for my kid: 1) Obama might have the race war, but he also dropped gas prices. 2) He also made the stock	1	-3
@modestproposal1 Instead, Yahoo sold BABA, paid taxes, then bought back those shares at higher prices via buying its own stock.	1	-2
In almost every walk of life, people buy more at lower prices; in the stock market they seem to buy more at higher prices. - James Grant	1	-1
Patient's choice get passed over for PBM businesses stock prices @ExpressScripts	1	-1
My 'I Want To Buy' Stock List With Prices And Yields Desired For Purchase Seeking Alpha	1	-1
Repost @perennialmp New Bluetooth with lights @iswurveboard are in stock!! DM us for prices,	2	-1
10 to 24 tyres New and Quality Part-Worn in stock @ Unbeatable prices! Get your quote today 0161 627 5352-0792	1	-2
Apple has to step up its game if it wants to boost stock prices. If.	1	-1
Booming house prices and stock market gains creates 200,000 more millionaires in five years	1	-1
type in hog prices into google it gives me stock quotes for Harley Davidson. Nah. I actually want to know the price of hogs. AgEconProbz	1	-1
Over 5K North Sea Jobs Lost in Battle of Low Crude Prices: Thousands of jobs across various levels in the ener	1	-2
Tough medicine for China's ailing stock markets has brought stability to prices, at least for now, but it has come at a cost; equities and	1	-3
TRANS July 21 day of TVXQ Yunho enlist,SM stock prices fell about 2,50 due the concern of TVXQ hiatus holaTVXQ pic.twitter.com/GAT9zSDwzi	1	-2
China basically killed their stock index futures market overnight. Even that won't keep prices from going down.	1	-4
Great investor overview of my favorite non- 3DPrinting Stock at current prices, HOTR oversold BreakoutStocks	3	-1
Denbury Resources (DNR) Stock Down on Falling Oil Prices Related Articles: pic.twitter.com/sq7oGp6TQw	1	-1
@StockCats I miss the good old days when stock prices depended on Greek bailouts	2	-2
Dropping oil prices are killing renewable energy stock. Short term benefit but hinders breaking free from dependency	1	-2
Have you checked out our website lately? Its got a lot of our product on it with all our prices. As well as a	1	-1
Prices lose momentum as more supply comes into the market': new housing stock slowing rents, reports @SuLinTan.	1	-2
50 off ALL STOCK including our shoe and plus size range. Prices start from 2.50 so	1	-1
Ruggero Respigo : ELI5:How do stock prices fluctuate?(Gamification question) via /r/explainlikeimfive	1	-1
London Stock Exchange update: FTSE 100 closed at 6,146.1, up 1.18	1	-1
Your competitors failures might hurt rather than help your own brands sales and stock prices via TopRightPartner	1	-3
The case for ignoring the stock-market mania: Aside from volatile stock prices, consumers have a lot to feel g	1	-2
CLR Continental Resources Reducing 2015 Capital Spending To Align With Projected Cash Flow Until Oil Prices From our Stock News Alerts App	1	-1
Denbury Resources (DNR) Stock Down on Falling Oil Prices	1	-1
Oasis Petroleum (OAS) Stock Drops on Lower U.S. Oil Prices	1	-1
@weelas57 an email alert isnt available. As soon as stock comes in, itll show as being available again online. Prices are subject	1	-1
HUGE Bouteak Sale! Up to off! Stock up on items at rock bottom prices! AllPeakEverything pic.twitter.com/mBZJ7liWDb	2	-1
Head over to our revamped website and check out our new stock out! Sneakerboard prices have now also	1	-2
Exxon Mobil XOM Stock Rises Along With Crude Prices	1	-2
Stock Market Update: Copper Prices Hold Strong Gains, Close 5 Higher: Copper held strong gains BRIEFINGcom	1	-1
Copper Prices Hold Strong Gains, Close 5 Higher	1	-1
HOT Prices on Pampers Diapers from Amazon!	1	-1
Angang preference stock cuts serious loss leader prices pro june: BIpVIw	1	-3
Oasis Petroleum (OAS) Stock Drops on Lower U.S. Oil Prices:	1	-1
Exxon Mobil XOM Stock Rises Along With Crude Prices	1	-2
@GoodShoutMedia hey, no problem. Z3 would be 630 and the E30 would be 796. Both prices incl. VAT too. Hoods in stock at this time.	2	-2
TY 4 RT @fishingwithox Great baits; even better prices Check it out & stock up for fall pic.twitter.com/YD99yyFrIG	3	-2
Teck Resources (TCK) Stock Soars as Copper Prices Gain -	1	-1
Apple Incs stock prices drop ahead of iPhone event tomorrow. Good news for investors? pic.twitter.com/Hkecop3DE4	2	-2
Denbury Resources DNR Stock Down on Falling Oil Prices	1	-1
@lorz (As for gas prices, I see no reason to treat them differently from stock prices in newspaper, for instance)	2	-1
Our website is live check out For trade customers please view our stock and get in contact for prices 01925552160	2	-1
Whiting Petroleum (WLL) Stock Slumps With Falling Crude Prices	1	-2
new Sea Veg Hand Picked Irish Dulce Seaweed Flakes available in 25g Jars now in stock contact for trade prices	1	-1
Tune in to @PowerLunch at 2:30pmET: Energy analyst Pavel Molchanov will discuss oil prices & his top energy stock picks.	1	-1
Only 7 sale dresses left ladies!! Prices from just 199!! Must go as we are making room for new stock! Please	2	-1
Whiting Petroleum (WLL) Stock Slumps With Falling Crude Prices	1	-2
DTN Stock Market: U.S. oil exports: Coming soon?: The ban on exporting U.S. crude oil may not live to see its	1	-2
The Great ETF Debacle Explained - The stock market slide on Aug. 24 led to ETF prices falling more sharply than th	3	-1
@georgiasufc I know that's what I'm looking at I feel to stock up the prices are all good too	2	-1
Stock Market Prices and the Market for Corporate Control (Armour & Cheffins, 2015)	1	-1
Stock prices are rebounding at the expense of Mortgage Bonds, which are pushing lower. Locking is recommended.	1	-2
Teck Resources (TCK) Stock Soars as Copper Prices Gain: NEW YORK (TheStreet) -- Teck Resources (TCK - Get Repo	1	-1
What is Your Ability to See & Predict Future Stock Prices?	1	-1
Pavel Molchanov will appear on CNBC at 2:30 p.m. ET to discuss oil prices and his top energy stock picks.	1	-1
Stock up for your devices	1	-1
Fed Is The World's Biggest Ponzi Scheme. Goal; Manipulate Stock Prices Yellen 5 yrs. Ago We Raise Rates When -	1	-2
ONLY 2 Buddy Bike Sport 27 in stock at 2014 prices! Price increase will be in effect on new inventory arriving by	1	-1
Teck Resources TCK Stock Soars as Copper Prices Gain	1	-1
The Great ETF Debacle Explained - The stock market slide on Aug. 24 led to ETF prices falling more sharply than th	3	-1
Buybacks helping create 'Distortion Bullishness' & obscure prices -> The stock ploy undermining the US economy	1	-2
Forests aren't important. Stock prices are.	1	-1
Gold Prices Holds Near 2-1/2-Week Low; Global Stock Market Rally	1	-2
London Stock Exchange update: FTSE 100 closed at 6,146.1, up 1.18	1	-1
A stock ploy undermining the US economy Paper profits on repurchased stock prices has fooled the mar	2	-2
Petrobras (PBR) Stock Gains on Rallying Brazilian Stocks: Crude oil prices may be contributing to Petrobras' r	1	-2
Forget that stock market oil run last week, gasprices go as low as 1.73 here in our area. Find out where. CHAnews	1	-2
Bryncir 644 Store Lambs, Breeding Ewes and Stock Rams with a firm trade in all sections	1	-1
After all, increasing stock prices trump everything.	1	-1
Spam today from China: Custom hair toupee and stock toupee with competitive prices - it's as if they can read my mind	1	-2
Fed Is The World's Biggest Ponzi Scheme. Goal; Manipulate Stock Prices Yellen 5 yrs. Ago We Raise Rates When Unemployment falls to 6.5	1	-2
Beatles LPs in stock - several copies of each @ different prices!vinylrecords Harrogate @EnjoyHarrogate pic.twitter.com/dbRlOTwUSf	3	-1
San Fran Fed Williams Sees Rate Increase This Year If Risks To Stock Prices Dissipate. Cant Taper A Ponzi Scheme	1	-2
Stock Market Got You Down? Good News: Home Prices Are Up!	2	-1
Prices of bottled water slowly creeping up. Please stock up y'all.	2	-1
Hey every producer I know ever time to stock up	2	-1
CANADA STOCKS-TSX jumps at open as miners cheer rising copper prices: The Toronto Stock Exchange's S&P/TSX com	2	-1
Can't help but wonder how @facebook stock prices will be affected after @News24 closes news24comments - thousands of fake profiles GONE!	1	-2
We still have some ex display stock available at fantastic prices. Come and take a look round our showroom. pic.twitter.com/7ya8upKWX4	3	-1
More stock that I have for sale. Again prices will be in the comments. Comment or om if youd like anything.	2	-1
Recent drops in Japanese stock prices make US stock volatility look tame.	1	-2
Just some of the stock that's for sale. Prices will be in comments under the picture.	1	-1
Stock prices are rebounding at the expense of Mortgage Bonds, which are pushing lower. Locking is recommended.	1	-2
